""
Полисахарид серотипа 9V¹
Анатоксин коклюшный (АК)³
Альбумин крови человека (стабилизатор)
пневмококковый полисахарид серотипа 6B
"фенол — консервант ≤1,25 мг"
никотинамид
определенное соответствующим иммунохимическим методом
серотип 7F
"экспрессирующие ген GP вируса Эбола — (2,5±1,5)x10⁷ акт.ед.
Компонент Б"
"наличие которых надо учитывать в составе лекарственного препарата: консервант (тиомерсал) — (50,0±7,5) мкг"
"полученный из вируссодержащей аллантоисной жидкости куриных эмбрионов не менее 10⁷·⁰ ЭИД₅₀/доза.
Штаммовый состав меняется в соответствии с рекомендациями ВОЗ"
"выращенный в диплоидной культуре клеток человека MRC-5 — не менее 3,0 lg ТЦД₅₀²"
Среда 199 (М 199)¹ (включая аминокислоты)
гемагглютинин вируса гриппа подтипа A(H₁N₁)
ретинола ацетат
pH 7
Натрия глутамата моногидрат
глутатион
"адсорбированный¹ — 2,5 мкг.
филаментозный гемагглютинин (ФГА)"
рекомбинантные антигены — L1 белок вируса папилломы человека в следующих количествах: тип 6
формальдегид
"алюминия гидроксид — 0,5 мг.
Компоненты буферного раствора: натрия хлорид"
Менингококковый полисахарид серогруппы W²
(полирибозилрибитол фосфат)
Алюминия фосфат
C
то есть по сути не содержит натрия
Натрия гидрофосфат дигидрат
L-треонин
"натрия бората декагидрат 0,035 мг"
полученных из вируссодержащей аллантоисной жидкости куриных эмбрионов
Коклюшная суспензия инактивированная без тиомерсала
Натрия L-глутамат
серотип 18C
алюминия гидроксид
"вода для инъекций — до 0,5 мл.
Консервантов и антибиотиков не содержит"
биотин
натрия гидрокарбонат
тимин
Глицин
Полисахарид серотипа 6А¹
L-тирозин
Кислота лимонная моногидрат
аланин
Вирус краснухи¹
"Антиген вируса гриппа типа A (H₁N₁) — (15±2,0) мкг ГА"
"в количестве (1,0±0,5)х10¹¹ частиц"
Гемагглютинин филаментозный (ФГА)³
"Вода для инъекций.
Компонент II"
Живой аттенуированный вирус паротита (штамм RIT 4385)
"Вода для инъекций.
Консервантов и антибиотиков не содержит"
гентамицина сульфат
Полисахарид серотипа 19F —
Ротавирус типа G2¹ — не менее 10⁵·⁶ ФФЕ*
Менингококковый полисахарид серогруппы W-135¹
Анатоксин коклюшный¹
натрия ацетат
Трис(гидроксиметил)аминометан
Полисорбат 20
"в количестве (1,0±0,5)×10¹¹ частиц"
растворенных в воде для инъекций
содержащий
лактальбумина гидролизат
трис(гидроксиметил)аминометан гидрохлорид
серотип 1
вызываемой Haemophilus influenzae тип b
динатрия фосфат дигидрат
наличие которых надо учитывать в составе лекарственного препарата: фенилаланин
"² сорбированный на алюминия гидроксиде (0,2 мг Al)"
"желатин гидролизованный 14,5 мг"
"кальций стеарат — (10,0±5,0) мг.
Оболочка таблетки: целлацефат (ацетилфталилцеллюлоза) — (8,55±0,05) мг"
"Динатрия эдетата дигидрат (ЭДТА, Титриплекс III) — 0,2"
адъювант SEPIVАС SWE
"Лиофилизат для приготовления раствора для внутримышечного введения¹.
Действующие вещества:
Олигосахарид N. meningitidis серогруппы A"
трометамол
"сорбитол 14,5 мг"
живые риккетсии Провачека¹ аттенуированного (вакцинного) штамма Е — 1000-100000 минимальных инфицирующих доз риккетсий для развивающихся куриных эмбрионов (МИДэ)
гистидин
Алюминия гидроксид (Al³⁺)
Пневмококковые конъюгаты¹ (полисахарид—CRM₁₉₇)
Специфический антиген вируса бешенства штамм «Внуково-32»
гепатита В комбинированная
"Один флакон Уро-БЦЖ медак содержит не менее 2х10⁸ и не более 8х10⁸ жизнеспособных клеток БЦЖ (Micobacterium bovis, штамм RIVM)"
кальция хлорид
L-валин
гипоксантин
иммунотипа 6
Анатоксин столбнячный
глюкоза безводная
серотип 8
"сахарин (1,1 мг в таблетке)"
Вирус паротита¹
Сахароза
трицин
"Динатрия гидрофосфат безводный (или динатрия гидрофосфат дигидрат, или динатрия гидрофосфат додекагидрат)"
"штамм Ленинград-16 (Л-16) (живой, аттенуированный) — не менее 1000 (3,0 lg) ТЦД₅₀²"
овальбумин
лактозы моногидрат
Бесклеточная коклюшная вакцина
"вода для инъекций до 1 мл.
* - 10 М раствор натрия гидроксида или 6 М раствор хлористоводородной кислоты — при необходимости для достижения рН 7,50±0,05"
"содержащие ген белка S вируса SARS-CoV-2² — (1,0±0,5)х10¹¹ частиц"
желатина раствор 10%
Компонент А
"Натрия хлорид — ∼4,4 мг"
выращенный в культуре клеток куриных эмбрионов]
L-гистидина гидрохлорида моногидрат
ротавирусный растворитель и среда LPKM-3. Суммарный объем культуральной среды LPKM-3 из вирусных белков и ротавирусного растворителя составляет 15% от общего объема вакцины
пептидный антиген № 3 белка S вируса SARS-CoV-2
Полисорбат 80
выраженных в тканевых цитопатогенных дозах (ТЦД₅₀)
продуцируемый в клетках дрожжей (Hansenula polymorpha КБТ-17/рPV-112) по технологии рекомбинантной ДНК
маннитол
Антиген вируса гепатита А — 720 ИФА единиц
конъюгированный со столбнячным анатоксином — ≈25 мкг
Антиген инактивированного коронавируса SARS-CoV-2*
"Тиомерсал (консервант)
Препарат без"
Калия дигидрофосфат (буферный агент) — q.s
Натрия гидрофосфата додекагидрат
"штамм «205».
1 доза (0,25 мл) содержит от 0,3 до 1,5 мкг"
Антиген рекомбинантный F1 — от 25 до 30 мкг
иммунотипа 5
Везикулы наружной мембраны (OMV)⁴ — 25 микрограммов
вирус краснухи
"вирус паротита — не менее 20000 (4,3 lg) ТЦД₅₀"
мертиолят
"желатоза — 12,5 мг.
Антибиотиков и консервантов не содержит"
Лактозы моногидрат
L-триптофан
Алюминия гидроксид (в пересчете на алюминий Al³⁺)
вода для инъекций до 1 л
определенная при оценке иммуногенности
"⁴ — нижний предел доверительного интервала (р = 0,95)"
Компонент I
"штамм Эдмонстон-Загреб — не менее 1000 (3,0 lg) ТЦД₅₀²"
"живая культура вакцинного штамма Brucella abortus 19 BA для накожного скарификационного нанесения — от 4х10⁹ до 1,6х10¹⁰ живых микробных клеток (м.к.) в 0,1 мл восстановленного пррепарата"
аскорбиновая кислота
"глюкоза медицинская (0,44 г в таблетке)"
Анатоксин ботулинический типа В¹
Соли буферной системы
"Буферный раствор (фосфатный) (динатрия фосфат дигидрат, натрия дигидрофосфата дигидрат, натрия хлорид, вода для инъекций) — до 0,5 мл.
* -  Получен путем репродукции в перевиваемой культуре клеток линии Vero.
** - Является величиной расчетной.
Не содержит антибиотиков и консервантов"
Натрия цитрата дигидрат
Менингококковый полисахарид серогруппы C²
"желатин — (0,000143±0,000097) г"
рекомбинантные вирусоподобные частицы
коклюшная суспензия инактивированная
натрия дигидрофосфата дигидрат
Натрия глутамат
"натрия дигидрофосфата моногидрат 3,1 мг"
"Одна доза для взрослых в 1,0 мл содержит: алюминий (в виде алюминия гидроксифосфата сульфата аморфного) 0,45 мг"
вызываемой Наеmophilus influenzae тип b
"натрия гидрофосфата дигидрат — 7,5 ммоль (1,335 мг/мл).
Вода для инъекций"
сахароза
"Действующие вещества:
Антиген вируса гриппа типа А (H₁N₁)* с содержанием гемагглютинина — 5 мкг
Антиген вируса гриппа типа А (H₃N₂)* с содержанием гемагглютинина — 5 мкг
Антиген вируса гриппа типа В* с содержанием гемагглютинина — 5 мкг
Полиоксидоний® (Азоксимера бромид) — 500 мкг
* Штаммы антигенов вируса гриппа в соответствии с рекомендациями Всемирной организации здравоохранения (ВОЗ) на текущий эпидемический сезон для Северного полушария.
Вакцинные штаммы выращены на куриных эмбрионах"
коклюша (бесклеточная)
"Фосфатно-солевой буферный раствор
Вспомогательные вещества препарата без консерванта"
"субстанция-лиофилизат (Азоксимера бромид) — 500 мкг.
* Штаммы антигенов вируса гриппа в соответствии с рекомендациями Всемирной организации здравоохранения (ВОЗ) на текущий эпидемический сезон для Северного полушария.
Вакцинные штаммы выращены на куриных эмбрионах"
включая L-фенилаланин
неомицина сульфат 25 мкг
гемагглютинин вируса гриппа типа В
Действующее вещество: микробные клетки Mycobacterium bovis BCG-I
Вирус краснухи³
аденин сульфат
аттенуированный штамм Сэбина 3 типа — не менее 10⁵·⁵ инфекционных единиц (ИЕ) вируса
Маннитол
а также конъюгированным вакцинам для профилактики инфекции
вирус полиомиелита
Антиген вируса гриппа типа A (H₁N₁)* с содержанием гемагглютинина
"Вирус желтой лихорадки штамм «17Д» — не менее 1600 БОЕ (3,2 log₁₀ БОЕ) или 3,0 log₁₀ МЕ вируса
Вспомогательные вещества (расчетное количество)"
пара-аминобензойная кислота
аденозина трифосфат натрия
пневмококковый олигосахарид серотипа 18C
"выращенный в культуре клеток куриных эмбрионов — не менее 3,7 lg ТЦД₅₀²"
гарантируемому производителем на дату окончания срокка годности. Содержание вируса в одной прививочной дозе на момент выпуска препарата может отличаться и превышать минимальный титр
"выращенный в культуре диплоидных клеток человека MRC-5 — Не менее 3,0 lg ТЦД₅₀"
Вирус полиомиелита тип 2
"Алюминия гидроксид (в пересчете на Al³⁺) — 0,35-0,65 мг
Вакцина не содержит консервантов и антибиотиков"
полиомиелита (инактивированная)
пневмококковый полисахарид серотипа 5
концентрированная жидкость для разведения
Конъюгаты очищенных полисахаридов Neisseria meningitidis и столбнячного анатоксина
"Антиген вируса гриппа типа В (линия Victoria) — (15±2,0) мкг ГА"
"Фосфатно-солевой буферный раствор (натрия хлорид, динатрия гидрофосфат додекагидрат, калия дигидрофосфат, вода для инъекций)"
"А/(H₃N₂) — (15±2,0) мкг ГА"
аттенуированный штамм Сэбина
"или (2,0-8,0)x10⁹ живых м.к. в 0,15 мл для ингаляционного введения"
D-биотин
повидона и бета-каротена водного раствора
представленные штаммами
"штамм Ленинград-3 (Л-3) (живой, аттенуированный) — не менее 20000 (4,3 lg) ТЦД₅₀²"
"Ротавирус типа G4 — не менее 2,0х10⁶ ИЕ*"
"Вода для инъекций.
Компонент Б"
"натрия хлорид 9,0 мг"
Олигосахарид N. meningitidis серогруппы A
"Калия дигидрофосфат — 5 ммоль.
Сахароза — 12,5 мг.
Раствор для внутримышечного введения¹"
полисорбат-80
"наличие которых надо учитывать в составе лекарственного препарата: тиомерсал.
Содержит формальдегид"
L-гистидин моногидрохлорид
молоко питьевое обезжиренное стерильное
Пневмококковые конъюгаты¹ (полисахарид — CRM₁₉₇)
не менее 1000 ТЦД₅₀
сорбитол
Ротавирус типа G9¹ — не менее 10⁵·⁶ ФФЕ*
магния сульфата гептагидрат
очищенный капсульный специфический полисахарид штамма N. meningitidis серогруппы А
Менингококковый полисахарид серогруппы Y²
иммунотипа 3
ксантин
Лактоза
конъюгированный на белок-носитель — (75±15) мкг
"в процессе фасовки вакцины во флаконы закладывается 25% избыток (по массе).
Итого: капсульный полисахарид Наеmophilus influenzae тип b (в составе конъюгата)"
Полисахарид Наеmophilus influenzae тип b
"выращенный в культуре диплоидных клеток человека MRC-5 — Не менее 3,3 lg БОЕ²"
столбнячный анатоксин очищенный концентрированный жидкий (ОКСА)¹
"0,01&nbsp"
Фосфатно-солевой буферный раствор
полисорбат 80
тип 11
которые входят в состав лекарственного препарата
Полисахарид серотипа 5¹
тиамина гидрохлорид
"1,5 г натрия гидрофосфата"
Полисахариды Streptococcus pneumoniae
"очищенный капсульный специфический полисахарид штамма Neisseria meningitidis серогруппы А.
1 ампула содержит 250 мкг полисахарида"
Полисахарид Haemophilus influenzae тип b (полирибозилрибитол фосфат)
Вода для инъекций
Рекомбинантный белок N¹ вируса SARS-CoV-2²
натрия гидрофосфат
Гель алюминия гидроксида (по алюминию)
которые используются в процессе производства
"сорбент гель алюминия гидроксида — (1,0+0,2) мг"
Гистидин
Вирус полиомиелита
иммунотипа 2
A
Действующие вещества
гемагглютинин вируса гриппа подтипа A(H₃N₂)
выращенные на культуре клеток Веро
Вируса папилломы человека антиген тип 18⁴
L-серин
"споры Bacillus anthracis СТИ-1 — от 400 до 600 млн спор в 0,05 мл для накожного скарификационного нанесения или от 40 до 60 млн спор в 0,5 мл для подкожного введения.
Вспомогательные вещества (для накожного скарификационного нанесения)"
серотип 19F
"Формальдегид — не более 200 мкг.
Удельная активность столбнячного анатоксина не менее 1000 ЕС/мг белкового азота"
"вода для инъекций — до 0,5 мл.
Компонент II содержит"
Антиген вируса гепатита А — 1440 ИФА единиц
Антиген вируса гриппа типа В (линия Yamagata)* с содержанием гемагглютинина
"штамм Л-Загреб — не менее 5000 (3,7 lg) ТЦД₅₀²"
"алюминия гидроксид в пересчете на (Al³⁺) — (0,60±0,10) мг"
калия гидрофосфат 30 мкг
Вирус полиомиелита 2-го типа инактивированный (MEF-1)⁵
магния хлорид
фенол (5 мг в ампуле)
живые коксиеллы Бернета аттенуированного вакцинного штамма М-44 — 5х10⁷-5×10⁹ минимальных инфицирующих доз для куриных эмбрионов (МИДэ)
Дифтерийный анатоксин
"крахмал — (80,0±5,0) мг"
⁵ — культивированные на клетках VERO
"фосфатно-цитратный буферный раствор Мак-Ильвейна 0,004 М (кислота лимонная моногидрат; динатрия гидрофосфат безводный, или динатрия гидрофосфат дигидрат, или динатрия гидрофосфат додекагидрат; вода очищенная)"
"среда 199 с солями Хенкса 3,3 мг"
рекомендованного Всемирной организацией здравоохранения (ВОЗ) на текущий эпидемический сезон гриппа для Северного полушария
Антигены Bordetella pertussis бесклеточные¹·³
"0,9% раствор натрия хлорида 50 мл"
воду для инъекций
Вакцинный штамм вируса гриппа птиц типа А H5N1/turkey/Turkey/1/2005 (H5N1) — like strain
² — в качестве среднего значения
"Антиген вируса гриппа типа А (H₁N₁)* с содержанием гемагглютинина — 2,5 мкг
Антиген вируса гриппа типа А (H₃N₂)* с содержанием гемагглютинина — 2,5 мкг
Антиген вируса гриппа типа В* с содержанием гемагглютинина — 2,5 мкг
Полиоксидоний® (Азоксимера бромид) — 250 мкг
* Штаммы антигенов вируса гриппа в соответствии с рекомендациями Всемирной организации здравоохранения (ВОЗ) на текущий эпидемический сезон для Северного полушария.
Вакцинные штаммы выращены на куриных эмбрионах"
фолиевая кислота
"но не присутствуют в определяемых количествах в конечном продукте.
Вспомогательные вещества"
"иммунотипа 3,7"
Алюминия гидроксид (в пересчете на алюминий)
магния хлорида гексагидрат
"или (2,4-3,6)x10⁸ живых м.к. в 0,1 мл для внутрикожного введения"
конъюгированный со столбнячным анатоксином — 22
аденозина фосфат
Натрия хлорид раствор для инфузий
используемого в производственном процессе
Менингококковый полисахарид серогруппы W¹
